id;name;censo;ua;address;phone;city;city_id;regional;created_at;updated_at;email;number;complement;neighborhood;zip_code;designation;latitude;longitude
1080;CIEP 038 SANTOS DUMONT;33040087;;RUA IEDO FIUZA;;PETROPOLIS;3644;SERRANA I  ;2016-05-12 00:20:41;2016-05-12 04:36:31;ciep038@educacao.rj.gov.br;527;;INDEPENDENCIA;25645522;CIEP;-22.5484939;-43.2091622
1101;CIA JOSE FRANCISCO LIPPI;33043132;;RODOVIA FRIBURGO X TERESOPOLIS;;TERESOPOLIS;3675;SERRANA I  ;2016-05-12 00:20:41;2016-05-12 04:36:31;ciajflippi@educacao.rj.gov.br;SNº;KM 15;VENDA NOVA;25977400;CIA;-22.4195332;-42.973765
1144;CE MARIA ZULMIRA TORRES ;33018820;;RUA MARIA ZULMIRA TORRES;;CANTAGALO;1695;SERRANA II ;2016-05-12 00:20:42;2016-05-12 20:18:03;cemztorrescantagalo@educacao.rj.gov.br;SNº;;CENTRO;28500970;CE;-21.9833915;-42.377834
244;CIEP 484 TONINHO MARQUES;33033978;;AVENIDA DEPUTADO JIULIO CARUSO;;VOLTA REDONDA;3681;MEDIO PARAÍBA;2016-05-12 00:20:20;2016-05-12 20:18:04;ciep484@educacao.rj.gov.br;SNº;;BELMONTE;27273040;CIEP;-22.5211308;-44.1364187
317;CE PROFESSORA MARIA JOSE RAUNHETTI DUCCINI;33058741;;RUA IGUAPE;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:22;2016-05-12 20:18:05;cepmjrd@educacao.rj.gov.br;304;;JARDIM ESPLANADA;26013410;CE;-22.7438878;-43.4437582
432;CIEP 425 PROFESSORA MARLUCY SALLES DE ALMEIDA;33091099;;RUA DOUTOR MARCH;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:25;2016-05-12 20:18:06;ciep425@educacao.rj.gov.br;SNº;;TENENTE JARDIM;24440000;CIEP;-22.8301025;-43.0559136
489;CE PROFESSOR JOSUE DE CASTRO;33074046;;RUA SOLDADO SERVINO MENGARDA;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:26;2016-05-12 20:18:08;cejosuedecastro@educacao.rj.gov.br;260;;VILA KOSMOS;21210840;CE;-22.848129;-43.3044783
655;CIEP 031 LIRIO DO LAGUNA;33048304;;RUA TENENTE JOSE NILSON DA SILVA;;DUQUE DE CAXIAS;3614;METROPOLITANA V ;2016-05-12 00:20:30;2016-05-12 20:18:08;ciep031@educacao.rj.gov.br;SNº;;LAGUNA E DOURADOS;25011300;CIEP;-22.7977407;-43.3127457
92;CIEP 307 DJANIRA;33102520;;AVENIDA EWERTON XAVIER;;NITEROI;3637;BAIXADAS LITORANEAS;2016-05-12 00:20:17;2016-05-12 04:36:19;ciep307@educacao.rj.gov.br;417;;VARZEA DAS MOCAS;24330280;CIEP;-22.9271688;-43.0116487
32;CE OSCAR DE MACEDO SOARES;33028729;;AVENIDA SAQUAREMA;;SAQUAREMA;3670;BAIXADAS LITORANEAS;2016-05-12 00:20:15;2016-05-12 04:36:20;ceoscardemacedosoares@educacao.rj.gov.br;381;;CENTRO;28990000;CE;-22.9131205;-42.4765158
905;CE HILTON GAMA;33093458;;RUA FRANCISCO TORQUILHO;;SAO JOAO DE MERITI;3664;METROPOLITANA VII;2016-05-12 00:20:36;2016-05-12 04:36:29;cehiltongama@educacao.rj.gov.br;SNº;;SAO MATEUS;25530071;CE;-22.8113586;-43.3898883
1151;CE INDEPENDENCIA;33019800;;PRACA SAO PEDRO;;CARMO;938;SERRANA II;2016-05-12 00:20:42;2016-05-12 20:18:13;ceindependencia@educacao.rj.gov.br;42;BELVEDERE  DO CARMO;INFLUENCIA - 1º DISTRITO;28640000;CE;-21.9175709;-42.5705674
1020;CE MARIA ISABEL RANGEL DE ARAUJO;33011460;;AVENIDA PEDRO PEREIRA;;CAMPOS DOS GOYTACAZES;3604;NORTE FLUMINENSE;2016-05-12 00:20:39;2016-05-13 01:31:03;eemariaisabelrangeldearaujo@educacao.rj.gov.br;127;;VENDA NOVA;28145000;CE;-21.7626682;-41.3184501
681;CE SAO BENTO;33049017;;RUA HERMAN LUNDGREEN;;DUQUE DE CAXIAS;3614;METROPOLITANA V ;2016-05-12 00:20:31;2016-05-12 20:18:09;cesaobento@educacao.rj.gov.br;SNº;QUADOUTORA 04 LOTE 04;GRAMACHO;25050010;CE;-22.7494022;-43.303766
170;CIEP 368 JOAO CONCEICAO CANUTO;33045291;;RUA PROJETADA G;;ITAGUAI;3619;CENTRO SUL;2016-05-12 00:20:19;2016-05-12 20:18:14;ciep368@educacao.rj.gov.br;SNº;;PONTE PRETA;23810080;CIEP;-22.8798485;-43.7633321
68;EE DOUTOR MEMORIA;33056390;;RUA NORONHA TORREZAO;;NITEROI;3637;BAIXADAS LITORANEAS;2016-05-12 00:20:16;2016-05-12 04:36:19;eedoutormemoria@educacao.rj.gov.br;625;;CUBANGO;24240181;EE;-22.8928417;-43.0991186
78;EEEE PROFESSOR ALVARO CAETANO DE OLIVEIRA;33056579;;RUA MULLULO DA VEIGA;;NITEROI;3637;BAIXADAS LITORANEAS;2016-05-12 00:20:16;2016-05-12 04:36:19;eeeepaco@educacao.rj.gov.br;41;;BARRETO;24110320;EEEE;-22.8631076;-43.0996422
716;CE CIRCULO OPERARIO;33050767;;AVENIDA TIRADENTES;;DUQUE DE CAXIAS;3614;METROPOLITANA V ;2016-05-12 00:20:31;2016-05-12 20:18:15;ceco@educacao.rj.gov.br;04;;XEREM;25250130;CE;-22.598389;-43.2934622
134;CE DAURA SILVA BARBOSA;33035652;;RODOVIA VALENCA X RIO DAS FLORES;;VALENCA;684;CENTRO SUL;2016-05-12 00:20:17;2016-05-12 04:36:21;cedaurasilvabarbosa@educacao.rj.gov.br;2025;;BIQUINHA;27600000;CE;-22.2560327;-43.6116053
333;CE PROFESSORA VENINA CORREA TORRES;33059403;;RUA ELIAS MITRE;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:23;2016-05-12 04:36:23;ceprofaveninacorreatorres@educacao.rj.gov.br;21;;JARDIM SANTA EUGENIA;26250160;CE;-22.7516558;-43.4695541
107;CE PROFESSORA MARIA APARECIDA BASTOS;33018197;;RUA DO COLEGIO;;SAPUCAIA;1510;CENTRO SUL;2016-05-12 00:20:17;2016-05-13 01:31:04;cemariaaparecidabastos@educacao.rj.gov.br;1;5º DISTRITO;VILA DO PIAO;25884000;CE;-21.9953615;-42.9146039
787;CE DESEMBARGADOR NEY PALMEIRO;33077436;;RUA ENGENHEIRO HUGO TOMPSOM NOGUEIRA;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:33;2016-05-12 20:18:10;cedneypalmeiro@educacao.rj.gov.br;SNº;JACAREPAGUA;CAMORIM;22780290;CE;-22.9634201;-43.408539
353;EE NILO PECANHA;33060860;;RUA CASTILHO;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:23;2016-05-13 01:31:05;eenilopecanha@educacao.rj.gov.br;240;;VILA DE CAVA;26145970;EE;-22.7561319;-43.4607419
734;CIEP 320 ERCILIA ANTONIA DA SILVA;33101655;;RUA BOITATA;;DUQUE DE CAXIAS;3614;METROPOLITANA V ;2016-05-12 00:20:32;2016-05-12 20:18:16;ciep320@educacao.rj.gov.br;SNº;;CHACARA ARCAMPO;25251130;CIEP;-22.6561981;-43.2779746
1174;EE MARCILIO DIAS;33021929;;AVENIDA GEREMIAS DE MATTOS FONTES;;NOVA FRIBURGO;3638;SERRANA II;2016-05-12 00:20:43;2016-05-12 20:18:18;eecmarciliodias@educacao.rj.gov.br;SNº;;CENTRO;28613140;EE;-22.2935749;-42.5288934
1188;CE MONSENHOR IVO SANTE DONIN;33023328;;RUA DA CONCEICAO;;SUMIDOURO;3673;SERRANA II;2016-05-12 00:20:44;2016-05-12 20:18:18;cemonsenhorivosantedonin@educacao.rj.gov.br;45;;CENTRO;28637000;CE;-22.0974282;-42.6684924
665;CE GUADALAJARA;33048495;;RUA ARISTIDES CAIRE;;DUQUE DE CAXIAS;3614;METROPOLITANA V ;2016-05-12 00:20:30;2016-05-12 04:36:27;ceguadalajara@educacao.rj.gov.br;SNº;;OLAVO BILAC;25035170;CE;-22.7687937;-43.3223207
943;CE JOSE GARCIA DE FREITAS;33002827;;RODOVIA BELO HORIZONTE X SAO JOAO DA BARRA;;ITAPERUNA;3622;NOROESTE FLUMINENSE;2016-05-12 00:20:37;2016-05-13 01:31:05;cejosegarcia@educacao.rj.gov.br;SNº;KM 17;RETIRO DO MURIAE;28330000;CE;-21.2001578;-41.8803055
850;CE VARZEA DA ALEGRIA;33047928;;RUA CROMITA COM ALAMEDA RICARDO;;BELFORD ROXO;3598;METROPOLITANA VII;2016-05-12 00:20:35;2016-05-12 20:18:10;cevarzeadaalegria@educacao.rj.gov.br;SNº;;VARZEA DA ALEGRIA;26183660;CE;-22.7256745;-43.3383848
1205;CIEP 140 MARIO CESAR GOMES DA SILVA;33043515;;AVENIDA FLORIANO PEIXOTO;;CACHOEIRAS DE MACACU;3602;SERRANA II;2016-05-12 00:20:44;2016-05-12 20:18:12;ciep140@educacao.rj.gov.br;SNº;;CENTRO;28680000;CIEP;-22.5580993;-42.7857583
332;CE PROFESSOR AMAZOR VIEIRA BORGES;33059381;;RUA MARIA DA GLORIA;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:23;2016-05-12 20:18:19;ceprofamazorvieiraborges@educacao.rj.gov.br;SNº;;AUSTIN;26010003;CE;-22.7543439;-43.4235324
273;CE GECY VIEIRA GONCALVES;33156883;;AVENIDA PAULO ERLEI ALVES ABRANTES;;VOLTA REDONDA;3681;MEDIO PARAÍBA;2016-05-12 00:20:21;2016-05-12 04:36:22;cegecyvieiragoncalves@educacao.rj.gov.br;3016;;TRES POCOS;27240560;CE;-22.4978659;-44.0511779
310;CE ENGENHEIRO AREA LEAO;33058636;;AVENIDA HENRIQUE DUQUE ESTRADA MEYER;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:22;2016-05-12 04:36:23;ceengenheiroarealeao@educacao.rj.gov.br;144;;POSSE;26030380;CE;-22.7107959;-43.4487558
346;CE SANTA RITA DE CASSIA;33060746;;RUA ALYRIA LEMOS DE AZEVEDO;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:23;2016-05-12 04:36:23;cesantaritadecassia@educacao.rj.gov.br;SNº;;SANTA RITA;26050010;CE;-22.6891838;-43.4694478
1122;CE SAO FRANCISCO DE ASSIS;33052913;;AVENIDA AUGUSTO VIEIRA;;MAGE;3628;SERRANA I  ;2016-05-12 00:20:42;2016-05-12 20:18:12;cesaofranciscodeassis@educacao.rj.gov.br;170;1º DISTRITO;JORORO;25900000;CE;-22.5934233;-43.0152561
1206;CE MARIA ZULMIRA TORRES;33043523;;RUA SENADOR ALFREDO NEVES;;CACHOEIRAS DE MACACU;3602;SERRANA II;2016-05-12 00:20:44;2016-05-12 20:18:12;cemariazulmiratorres@educacao.rj.gov.br;76;;SANTA LUIZA;28680000;CE;-22.5580993;-42.7857583
40;CE DOUTOR ROBERTO PEREIRA DOS SANTOS;33044406;;RUA HILDA JARDIM FARIA;;RIO BONITO;3091;BAIXADAS LITORANEAS;2016-05-12 00:20:15;2016-05-12 04:36:19;cedrrobertopsantos@educacao.rj.gov.br;SNº;;BOQUEIRAO;28800000;CE;-22.7168309;-42.6155418
1032;CE ADMARDO ALVES TORRES;33013535;;RUA XVI COM RUA I LOTEAMENTO LIRAMAR;;SAO JOAO DA BARRA;3663;NORTE FLUMINENSE;2016-05-12 00:20:39;2016-05-13 01:31:07;ceadmardoalvestorres@educacao.rj.gov.br;SNº;;GRUSSAI;28200000;CE;-21.6368446;-41.0484428
951;CE LOURENCA GUIMARAES;33004749;;RUA JOSE GONCALVES BRANDAO;;APERIBE;3591;NOROESTE FLUMINENSE;2016-05-12 00:20:37;2016-05-12 04:36:29;celourencaguimaraes@educacao.rj.gov.br;247;;CENTRO;28495000;CE;-21.6265482;-42.1002584
235;CE NITEROI;33033099;;RUA CARLOS AUGUSTO HOASSIS;;VOLTA REDONDA;3681;MEDIO PARAÍBA;2016-05-12 00:20:20;2016-05-12 20:18:22;ceniteroi@educacao.rj.gov.br;SNº;;SAO CRISTOVAO;27263000;CE;-22.5228887;-44.1209804
1204;CE SAO SEBASTIAO;33025835;;RODOVIA NITEROI X MANILHA;;SILVA JARDIM;3672;SERRANA II;2016-05-12 00:20:44;2016-05-12 20:18:26;cesaosebastiao@educacao.rj.gov.br;SNº;KM 237;SILVA CUNHA;28820000;CE;-22.55773;-42.4331624
1194;CE JOSE DE MORAES SOUZA;33024880;;TAPERA;;TRAJANO DE MORAES;3676;SERRANA II;2016-05-12 00:20:44;2016-05-13 02:56:06;eedoutorjosedemoraessouza@educacao.rj.gov.br;SNº;4º DISTRITO;TAPERA;28767000;CE;-22.0640032;-42.0601671
1002;CE GENERAL DUTRA;33008892;;AVENIDA SOUZA MOTA;;CAMPOS DOS GOYTACAZES;3604;NORTE FLUMINENSE;2016-05-12 00:20:38;2016-05-12 04:36:30;cegeneraldutra@educacao.rj.gov.br;SNº;;PARQUE VEREADORA CRUZ;28060010;CE;-21.7364914;-41.3266819
1143;CIEP 277 JOAO NICOLAO FILHO JANJAO;33018804;;AVENIDA DJALMA BEDA COUBE;;CANTAGALO;1695;SERRANA II;2016-05-12 00:20:42;2016-05-12 20:18:13;ciep277@educacao.rj.gov.br;SNº;;TRIANGULO;28500000;CIEP;-21.9872759;-42.3616007
1089;CIEP 472 CANDIDO PORTINARI;33041628;;ESTRADA UNIAO E INDUSTRIA;;PETROPOLIS;3644;SERRANA I  ;2016-05-12 00:20:41;2016-05-12 04:36:31;ciep472@educacao.rj.gov.br;11960;;ITAIPAVA;25750220;CIEP;-22.3617164;-43.123766
388;CIEP 041 VITAL BRAZIL;33088969;;RUA VITAL BRAZIL;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:24;2016-05-12 20:18:15;ciep041@educacao.rj.gov.br;SNº;;LUIZ CACADOR;24456400;CIEP;-22.7981109;-43.0203718
425;CE CORONEL SERRADO;33090823;;ESTRADA JOSE DE SOUZA PORTO;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:25;2016-05-12 04:36:24;cecoronelserrado@educacao.rj.gov.br;SNº;;MONJOLOS;24723350;CE;-22.8167045;-42.9268064
391;CE ISMAEL BRANCO;33089060;;RUA RAUL LENGRUBER;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:24;2016-05-12 04:36:24;ceismaelbranco@educacao.rj.gov.br;SNº;;MUTUA;24460410;CE;-22.8126059;-43.0411436
401;CE PROFESSORA ANTONIETA PALMEIRA;33089469;;AVENIDA JOSE MENDONCA DE CAMPOS;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:24;2016-05-12 04:36:24;ceprofaantonietapalmeira@educacao.rj.gov.br;SNº;;COLUBANDE;24450260;CE;-22.8282284;-43.0164587
1017;CE LEONCIO PEREIRA GOMES;33011400;;RUA RODRIGUES PEIXOTO;;CAMPOS DOS GOYTACAZES;3604;NORTE FLUMINENSE;2016-05-12 00:20:39;2016-05-12 04:36:30;celeonciopereiragomes@educacao.rj.gov.br;01;;SAO SEBASTIAO DE CAMPOS;28145000;CE;-21.7541216;-41.3362863
554;CE COLLECCHIO;33079358;;RUA FRANCISCO BARRETO;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:27;2016-05-12 04:36:25;cecollecchio@educacao.rj.gov.br;829;;BANGU;21820380;CE;-22.8826714;-43.4761181
950;CE DOUTOR MIGUEL COUTO FILHO;33004447;;RODOVIA RJ 214 MARIO ALVES RIBEIRO JUNIOR;;VARRE-SAI;3679;NOROESTE FLUMINENSE;2016-05-12 00:20:37;2016-05-12 20:18:21;cedrmiguelcoutofilho@educacao.rj.gov.br;SNº;;CENTRO;28375000;CIEP;-20.8771822;-41.8203268
523;CIEP 326 PROFESSOR CESAR PERNETTA;33097038;;RUA ARY LEAO;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:26;2016-05-12 04:36:24;ciep326@educacao.rj.gov.br;SNº;COMPLEXO DA MARE;BONSUCESSO;21044020;CIEP;-22.8504507;-43.2441469
468;CE CONDE DE AGROLONGO;33070164;;RUA CONDE DE AGROLONGO;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:25;2016-05-12 04:36:24;cecondedeagrolongo@educacao.rj.gov.br;1246;;PENHA;21020190;CE;-22.8336172;-43.2769375
529;CE PROFESSORA LUIZA MARINHO;33125317;;RUA FERNANDES MARINHO;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:27;2016-05-12 04:36:25;ceprofessoraluizamarinho@educacao.rj.gov.br;75;;OSWALDO CRUZ;22783020;CE;-22.8678312;-43.3494297
556;CE LEOPOLDINA DA SILVEIRA;33079374;;RUA DA FEIRA;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:27;2016-05-12 04:36:25;celeopoldinadasilveira@educacao.rj.gov.br;77;;BANGU;21820030;CE;-22.8802923;-43.4729039
865;CIEP 364 NELSON RAMOS;33061084;;RUA PAULO COM RUA HERCILIA;;MESQUITA;2045;METROPOLITANA VII;2016-05-12 00:20:35;2016-05-13 01:31:08;ciep364@educacao.rj.gov.br;SNº;;MESQUITA;26235240;CIEP;-22.7819449;-43.4293183
1104;CE PROFESSORA ALVINA VALERIO DA SILVA;33051100;;RUA BENEDITO NORBERTO PUPO;;GUAPIMIRIM;3616;SERRANA I  ;2016-05-12 00:20:41;2016-05-12 20:18:21;cealvinavaleriodasilva@educacao.rj.gov.br;91;;PARADA MODELO;25940000;CE;-22.5961542;-42.9611571
604;CE CYRO MONTEIRO;33086753;;RUA DO ANTURIO;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:29;2016-05-12 04:36:25;cecyromonteiro@educacao.rj.gov.br;31;;ANCHIETA;21625100;CE;-22.8276929;-43.4025714
609;CAIC 02 NACOES UNIDAS;33100659;;ESTRADA DO GOIABAL;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:29;2016-05-12 04:36:26;caicnacoesunidas@educacao.rj.gov.br;SNº;;INHOAIBA;23063650;CAIC;-22.9034616;-43.5933162
580;CE PROFESSOR IVAN VILLON;33082073;;RUA ARI LOBO;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:28;2016-05-12 04:36:26;ceprofessorivanvillon@educacao.rj.gov.br;430;;CAMPO GRANDE;23088120;CE;-22.8862907;-43.5485298
601;CE PROFESSOR MANOEL MAURICIO DE ALBUQUERQUE;33086605;;RUA SOLDADO JOAO FRANCO;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:29;2016-05-12 04:36:26;ceprofmanoelmauriciodealbuquerque@educacao.rj.gov.br;10;;ANCHIETA;21655640;CE;-22.8190037;-43.3899515
592;CE RAINHA VITORIA;33082375;;RUA BENEDITO LACERDA;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:28;2016-05-12 04:36:26;rainhavitoria@educacao.rj.gov.br;SNº;;CAMPO GRANDE;23071340;CE;-22.8896525;-43.5822982
661;CE AURA BARRETO;33048452;;RUA VEREADOR TOME SIQUEIRA BARRETO;;DUQUE DE CAXIAS;3614;METROPOLITANA V ;2016-05-12 00:20:30;2016-05-12 20:18:24;ceaurabarreto@educacao.rj.gov.br;295;;GRAMACHO;25035150;CE;-22.756765;-43.3173933
942;CE ETELVINA ALVES DA SILVA;33002614;;RUA SAO DOMINGOS;;ITAPERUNA;3622;NOROESTE FLUMINENSE;2016-05-12 00:20:37;2016-05-13 01:31:10;ceetelvinaalvesdasilva@educacao.rj.gov.br;54;;ARE;28335000;CE;-21.2001578;-41.8803055
766;CE PROFESSOR CLOVIS SALGADO;33066612;;RUA CARLOS SEIDL;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:32;2016-05-12 04:36:28;ceprofessorclovissalgado@educacao.rj.gov.br;20;;CAJU;20930000;CE;-22.8786639;-43.2243648
763;CE PROFESSOR ERNESTO FARIA;33066043;;AVENIDA BARTOLOMEU DE GUSMAO;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:32;2016-05-12 04:36:28;ceprofernestofaria@educacao.rj.gov.br;890;;SAO CRISTOVAO;20941160;CE;-22.9077409;-43.2283605
813;CE STELLA MATUTINA;33138648;;RUA CANDIDO DE FIGUEIREDO;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:34;2016-05-12 04:36:28;cestellamatutina@educacao.rj.gov.br;181;JACAREPAGUA;TANQUE;22735200;CE;-22.9185398;-43.3615202
824;CIEP 377 CARMEM DA SILVA;33046581;;AVENIDA DAS MULHERES;;BELFORD ROXO;3598;METROPOLITANA VII;2016-05-12 00:20:34;2016-05-12 04:36:28;ciep377@educacao.rj.gov.br;SNº;ROCINHA;RECANTUS;26163320;CIEP;-22.7144507;-43.3981333
860;CE PROFESSOR UBIRATAN REIS BARBOSA;33054711;;RUA DOUTOR MANOEL REIS;;NILOPOLIS;3636;METROPOLITANA VII;2016-05-12 00:20:35;2016-05-12 04:36:29;ceprofubiratanreisbarbosa@educacao.rj.gov.br;1598;;NILOPOLIS;26515405;CE;-22.8163791;-43.4200871
1159;CIEP 322 MOZART CUNHA GUIMARAES;33020540;;RUA MANOEL HENRIQUE VIEIRA DE AGUIAR;;BOM JARDIM;914;SERRANA II;2016-05-12 00:20:42;2016-05-12 20:18:25;ciep322@educacao.rj.gov.br;SNº;;SAO MIGUEL;28660000;CIEP;-22.1979404;-42.3544831
900;CE GOVERNADOR ROBERTO SILVEIRA;33093199;;AVENIDA ROBERTO SILVEIRA;;SAO JOAO DE MERITI;3664;METROPOLITANA VII;2016-05-12 00:20:36;2016-05-12 20:18:28;cegovrobertosilveira@educacao.rj.gov.br;SNº;;EDEN;25545120;CE;-22.7886269;-43.3903521
913;CIEP 397 PAULO PONTES;33104271;;RUA TENENTE PEDRO GOMES MARTINS;;SAO JOAO DE MERITI;3664;METROPOLITANA VII;2016-05-12 00:20:36;2016-05-12 04:36:29;ciep397@educacao.rj.gov.br;SNº;;EDEN;25535040;CIEP;-22.7914295;-43.4045001
915;CIEP 400 OSWALD DE ANDRADE;33104301;;RUA VEREADOR CELSO MOREIRA GUERRA;;SAO JOAO DE MERITI;3664;METROPOLITANA VII;2016-05-12 00:20:36;2016-05-12 04:36:29;ciep400@educacao.rj.gov.br;SNº;;COELHO DA ROCHA;25550200;CIEP;-22.7746314;-43.3893682
961;CE PRUDENTE DE MORAES;33006776;;AVENIDA CARVALHO;;MIRACEMA;3634;NOROESTE FLUMINENSE;2016-05-12 00:20:37;2016-05-12 20:18:28;cepmoraes@educacao.rj.gov.br;523;;SANTA TEREZA;28460000;CE;-21.406019;-42.1871246
925;IE EBER TEIXEIRA DE FIGUEIREDO;33000360;;RUA PRESIDENTE COSTA E SILVA;;BOM JESUS DO ITABAPOANA;3600;NOROESTE FLUMINENSE;2016-05-12 00:20:36;2016-05-12 20:18:28;ieeberteixeiradefigueiredo@educacao.rj.gov.br;247;;BELVEDERE;28360000;IE;-21.1330059;-41.7407394
963;CE RUI GUIMARAES DE ALMEIDA;33007306;;AVENIDA JOSE DE ALENCAR LEITE;;SANTO ANTONIO DE PADUA;3659;NOROESTE FLUMINENSE;2016-05-12 00:20:37;2016-05-12 04:36:30;ceruiguimaraesdealmeida@educacao.rj.gov.br;81;;CENTRO;28470000;CE;-21.5487389;-42.1755752
1019;CE CORONEL FRANCISCO RIBEIRO DA MOTTA VASCONCELOS;33011435;;RUA PRINCIPAL;;CAMPOS DOS GOYTACAZES;3604;NORTE FLUMINENSE;2016-05-12 00:20:39;2016-05-13 01:31:10;cecelfranciscormvasconcellos@educacao.rj.gov.br;SNº;;POCO GORDO;28000000;CE;-21.7626682;-41.3184501
768;CE FRANCISCO CAMPOS;33067783;;RUA NOSSA SENHORA DE LOURDES;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:33;2016-05-12 20:18:26;cefranciscocampos@educacao.rj.gov.br;175;;GRAJAU;20560060;CE;-22.925302;-43.0876455
491;CE MATO GROSSO;33074151;;RUA MIRANDA E BRITO;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:26;2016-05-12 04:36:24;cematogrosso@educacao.rj.gov.br;119;;IRAJA;21235130;CE;-22.8427776;-43.3262394
